name, year, amount, age, gender
Limburg,2017,6547,49,M
Limburg,2017,12700,49,T
Oost_Vlaanderen,2017,10536,49,F
Oost_Vlaanderen,2017,10867,49,M
Oost_Vlaanderen,2017,21403,49,T
Vlaams_Brabant,2017,7970,49,F
Vlaams_Brabant,2017,8160,49,M
Vlaams_Brabant,2017,16130,49,T
West_Vlaanderen,2017,8041,49,F
West_Vlaanderen,2017,8539,49,M
West_Vlaanderen,2017,16580,49,T
Brabant_Wallon,2017,2929,49,F
Brabant_Wallon,2017,2754,49,M
Brabant_Wallon,2017,5683,49,T
Hainaut,2017,8986,49,F
Hainaut,2017,9233,49,M
Hainaut,2017,18219,49,T
Liege,2017,7500,49,F
Liege,2017,7519,49,M
Liege,2017,15019,49,T
Luxembourg,2017,1906,49,F
Luxembourg,2017,1946,49,M
Luxembourg,2017,3852,49,T
Namur,2017,3411,49,F
Namur,2017,3363,49,M
Namur,2017,6774,49,T
Bruxelles,2017,7286,50,F
Bruxelles,2017,7837,50,M
Bruxelles,2017,15123,50,T
Antwerpen,2017,12827,50,F
Antwerpen,2017,13541,50,M
Antwerpen,2017,26368,50,T
Limburg,2017,6487,50,F
Limburg,2017,6715,50,M
Limburg,2017,13202,50,T
Oost_Vlaanderen,2017,10711,50,F
Oost_Vlaanderen,2017,10929,50,M
Oost_Vlaanderen,2017,21640,50,T
Vlaams_Brabant,2017,8280,50,F
Vlaams_Brabant,2017,8325,50,M
Vlaams_Brabant,2017,16605,50,T
West_Vlaanderen,2017,8382,50,F
West_Vlaanderen,2017,8841,50,M
West_Vlaanderen,2017,17223,50,T
Brabant_Wallon,2017,2900,50,F
Brabant_Wallon,2017,2870,50,M
Brabant_Wallon,2017,5770,50,T
Hainaut,2017,9287,50,F
Hainaut,2017,9303,50,M
Hainaut,2017,18590,50,T
Liege,2017,7662,50,F
Liege,2017,7796,50,M
Liege,2017,15458,50,T
Luxembourg,2017,1894,50,F
Luxembourg,2017,2031,50,M
Luxembourg,2017,3925,50,T
Namur,2017,3446,50,F
Namur,2017,3379,50,M
Namur,2017,6825,50,T
Bruxelles,2017,7225,51,F
Bruxelles,2017,7709,51,M
Bruxelles,2017,14934,51,T
Antwerpen,2017,13176,51,F
Antwerpen,2017,13777,51,M
Antwerpen,2017,26953,51,T
Limburg,2017,6632,51,F
Limburg,2017,6884,51,M
Limburg,2017,13516,51,T
Oost_Vlaanderen,2017,10809,51,F
Oost_Vlaanderen,2017,11100,51,M
Oost_Vlaanderen,2017,21909,51,T
Vlaams_Brabant,2017,8519,51,F
Vlaams_Brabant,2017,8501,51,M
Vlaams_Brabant,2017,17020,51,T
West_Vlaanderen,2017,8672,51,F
West_Vlaanderen,2017,9178,51,M
West_Vlaanderen,2017,17850,51,T
Brabant_Wallon,2017,2999,51,F
Brabant_Wallon,2017,2860,51,M
Brabant_Wallon,2017,5859,51,T
Hainaut,2017,9414,51,F
Hainaut,2017,9456,51,M
Hainaut,2017,18870,51,T
Liege,2017,7800,51,F
Liege,2017,7972,51,M
Liege,2017,15772,51,T
Luxembourg,2017,2034,51,F
Luxembourg,2017,2103,51,M
Luxembourg,2017,4137,51,T
Namur,2017,3489,51,F
Namur,2017,3516,51,M
Namur,2017,7005,51,T
Bruxelles,2017,7211,52,F
Bruxelles,2017,7576,52,M
Bruxelles,2017,14787,52,T
Antwerpen,2017,13600,52,F
Antwerpen,2017,14012,52,M
Antwerpen,2017,27612,52,T
Limburg,2017,6901,52,F
Limburg,2017,7181,52,M
Limburg,2017,14082,52,T
Oost_Vlaanderen,2017,11233,52,F
Oost_Vlaanderen,2017,11593,52,M
Oost_Vlaanderen,2017,22826,52,T
Vlaams_Brabant,2017,8803,52,F
Vlaams_Brabant,2017,8674,52,M
Vlaams_Brabant,2017,17477,52,T
West_Vlaanderen,2017,9037,52,F
West_Vlaanderen,2017,9432,52,M
West_Vlaanderen,2017,18469,52,T
Brabant_Wallon,2017,3037,52,F
Brabant_Wallon,2017,2829,52,M
Brabant_Wallon,2017,5866,52,T
Hainaut,2017,9671,52,F
Hainaut,2017,9647,52,M
Hainaut,2017,19318,52,T
Liege,2017,8166,52,F
Liege,2017,8079,52,M
Liege,2017,16245,52,T
Luxembourg,2017,2064,52,F
Luxembourg,2017,2111,52,M
Luxembourg,2017,4175,52,T
Namur,2017,3604,52,F
Namur,2017,3640,52,M
Namur,2017,7244,52,T
Bruxelles,2017,7006,53,F
Bruxelles,2017,7143,53,M
Bruxelles,2017,14149,53,T
Antwerpen,2017,13466,53,F
Antwerpen,2017,13994,53,M
Antwerpen,2017,27460,53,T
Limburg,2017,6831,53,F
Limburg,2017,7001,53,M
Limburg,2017,13832,53,T
Oost_Vlaanderen,2017,10901,53,F
Oost_Vlaanderen,2017,11322,53,M
Oost_Vlaanderen,2017,22223,53,T
Vlaams_Brabant,2017,8531,53,F
Vlaams_Brabant,2017,8567,53,M
Vlaams_Brabant,2017,17098,53,T
West_Vlaanderen,2017,8833,53,F
West_Vlaanderen,2017,9149,53,M
West_Vlaanderen,2017,17982,53,T
Brabant_Wallon,2017,2963,53,F
Brabant_Wallon,2017,2772,53,M
Brabant_Wallon,2017,5735,53,T
Hainaut,2017,9627,53,F
Hainaut,2017,9413,53,M
Hainaut,2017,19040,53,T
Liege,2017,7910,53,F
Liege,2017,7954,53,M
Liege,2017,15864,53,T
Luxembourg,2017,1995,53,F
Luxembourg,2017,2008,53,M
Luxembourg,2017,4003,53,T
Namur,2017,3571,53,F
Namur,2017,3544,53,M
Namur,2017,7115,53,T
Bruxelles,2017,6792,54,F
Bruxelles,2017,6964,54,M
Bruxelles,2017,13756,54,T
Antwerpen,2017,13221,54,F
Antwerpen,2017,13683,54,M
Antwerpen,2017,26904,54,T
Limburg,2017,6826,54,F
Limburg,2017,7009,54,M
Limburg,2017,13835,54,T
Oost_Vlaanderen,2017,10743,54,F
Oost_Vlaanderen,2017,10980,54,M
Oost_Vlaanderen,2017,21723,54,T
Vlaams_Brabant,2017,8178,54,F
Vlaams_Brabant,2017,8366,54,M
Vlaams_Brabant,2017,16544,54,T
West_Vlaanderen,2017,8696,54,F
West_Vlaanderen,2017,9080,54,M
West_Vlaanderen,2017,17776,54,T
Brabant_Wallon,2017,2890,54,F
Brabant_Wallon,2017,2803,54,M
Brabant_Wallon,2017,5693,54,T
Hainaut,2017,9314,54,F
Hainaut,2017,9039,54,M
Hainaut,2017,18353,54,T
Liege,2017,7619,54,F
Liege,2017,7567,54,M
Liege,2017,15186,54,T
Luxembourg,2017,1887,54,F
Luxembourg,2017,1946,54,M
Luxembourg,2017,3833,54,T
Namur,2017,3485,54,F
Namur,2017,3480,54,M
Namur,2017,6965,54,T
Bruxelles,2017,6761,55,F
Bruxelles,2017,6672,55,M
Bruxelles,2017,13433,55,T
Antwerpen,2017,13316,55,F
Antwerpen,2017,13343,55,M
Antwerpen,2017,26659,55,T
Limburg,2017,6844,55,F
Limburg,2017,6838,55,M
Limburg,2017,13682,55,T
Oost_Vlaanderen,2017,10412,55,F
Oost_Vlaanderen,2017,10850,55,M
Oost_Vlaanderen,2017,21262,55,T
Vlaams_Brabant,2017,8299,55,F
Vlaams_Brabant,2017,8093,55,M
Vlaams_Brabant,2017,16392,55,T
West_Vlaanderen,2017,8671,55,F
West_Vlaanderen,2017,8929,55,M
West_Vlaanderen,2017,17600,55,T
Brabant_Wallon,2017,2862,55,F
Brabant_Wallon,2017,2802,55,M
Brabant_Wallon,2017,5664,55,T
Hainaut,2017,9435,55,F
Hainaut,2017,9174,55,M
Hainaut,2017,18609,55,T
Liege,2017,7818,55,F
Liege,2017,7554,55,M
Liege,2017,15372,55,T
Luxembourg,2017,1909,55,F
Luxembourg,2017,2083,55,M
Luxembourg,2017,3992,55,T
Namur,2017,3597,55,F
Namur,2017,3481,55,M
Namur,2017,7078,55,T
Bruxelles,2017,6943,56,F
Bruxelles,2017,6614,56,M
Bruxelles,2017,13557,56,T
Antwerpen,2017,12788,56,F
Antwerpen,2017,13028,56,M
Antwerpen,2017,25816,56,T
Limburg,2017,6560,56,F
Limburg,2017,6911,56,M
Limburg,2017,13471,56,T
Oost_Vlaanderen,2017,10357,56,F
Oost_Vlaanderen,2017,10429,56,M
Oost_Vlaanderen,2017,20786,56,T
Vlaams_Brabant,2017,8125,56,F
Vlaams_Brabant,2017,8135,56,M
Vlaams_Brabant,2017,16260,56,T
West_Vlaanderen,2017,8521,56,F
West_Vlaanderen,2017,8521,56,M
West_Vlaanderen,2017,17042,56,T
Brabant_Wallon,2017,2893,56,F
Brabant_Wallon,2017,2867,56,M
Brabant_Wallon,2017,5760,56,T
Hainaut,2017,9283,56,F
Hainaut,2017,9271,56,M
Hainaut,2017,18554,56,T
Liege,2017,7642,56,F
Liege,2017,7667,56,M
Liege,2017,15309,56,T
Luxembourg,2017,1858,56,F
Luxembourg,2017,1920,56,M
Luxembourg,2017,3778,56,T
Namur,2017,3483,56,F
Namur,2017,3407,56,M
Namur,2017,6890,56,T
Bruxelles,2017,6608,57,F
Bruxelles,2017,6225,57,M
Bruxelles,2017,12833,57,T
Antwerpen,2017,13166,57,F
Antwerpen,2017,13101,57,M
Antwerpen,2017,26267,57,T
Limburg,2017,6684,57,F
Limburg,2017,6875,57,M
Limburg,2017,13559,57,T
Oost_Vlaanderen,2017,10358,57,F
Oost_Vlaanderen,2017,10449,57,M
Oost_Vlaanderen,2017,20807,57,T
Vlaams_Brabant,2017,7975,57,F
Vlaams_Brabant,2017,8058,57,M
Vlaams_Brabant,2017,16033,57,T
West_Vlaanderen,2017,8329,57,F
West_Vlaanderen,2017,8587,57,M
West_Vlaanderen,2017,16916,57,T
Brabant_Wallon,2017,2912,57,F
Brabant_Wallon,2017,2604,57,M
Brabant_Wallon,2017,5516,57,T
Hainaut,2017,9682,57,F
Hainaut,2017,9117,57,M
Hainaut,2017,18799,57,T
Liege,2017,7731,57,F
Liege,2017,7557,57,M
Liege,2017,15288,57,T
Luxembourg,2017,1882,57,F
Luxembourg,2017,1976,57,M
Luxembourg,2017,3858,57,T
Namur,2017,3412,57,F
Namur,2017,3350,57,M
Namur,2017,6762,57,T
Bruxelles,2017,6342,58,F
Bruxelles,2017,5955,58,M
Bruxelles,2017,12297,58,T
Antwerpen,2017,12520,58,F
Antwerpen,2017,12520,58,M
Antwerpen,2017,25040,58,T
Limburg,2017,6457,58,F
Limburg,2017,6643,58,M
Limburg,2017,13100,58,T
Oost_Vlaanderen,2017,9931,58,F
Oost_Vlaanderen,2017,10371,58,M
Oost_Vlaanderen,2017,20302,58,T
Vlaams_Brabant,2017,7752,58,F
Vlaams_Brabant,2017,7684,58,M
Vlaams_Brabant,2017,15436,58,T
West_Vlaanderen,2017,8264,58,F
West_Vlaanderen,2017,8592,58,M
West_Vlaanderen,2017,16856,58,T
Brabant_Wallon,2017,2742,58,F
Brabant_Wallon,2017,2599,58,M
Brabant_Wallon,2017,5341,58,T
Hainaut,2017,9481,58,F
Hainaut,2017,8916,58,M
Hainaut,2017,18397,58,T
Liege,2017,7653,58,F
Liege,2017,7336,58,M
Liege,2017,14989,58,T
Luxembourg,2017,1813,58,F
Luxembourg,2017,1824,58,M
Luxembourg,2017,3637,58,T
Namur,2017,3367,58,F
Namur,2017,3235,58,M
Namur,2017,6602,58,T
Bruxelles,2017,6055,59,F
Bruxelles,2017,5555,59,M
Bruxelles,2017,11610,59,T
Antwerpen,2017,11927,59,F
Antwerpen,2017,12491,59,M
Antwerpen,2017,24418,59,T
Limburg,2017,6345,59,F
Limburg,2017,6368,59,M
Limburg,2017,12713,59,T
Oost_Vlaanderen,2017,9808,59,F
Oost_Vlaanderen,2017,9859,59,M
Oost_Vlaanderen,2017,19667,59,T
Vlaams_Brabant,2017,7666,59,F
Vlaams_Brabant,2017,7619,59,M
Vlaams_Brabant,2017,15285,59,T
West_Vlaanderen,2017,8178,59,F
West_Vlaanderen,2017,8343,59,M
West_Vlaanderen,2017,16521,59,T
Brabant_Wallon,2017,2635,59,F
Brabant_Wallon,2017,2574,59,M
Brabant_Wallon,2017,5209,59,T
Hainaut,2017,9089,59,F
Hainaut,2017,8660,59,M
Hainaut,2017,17749,59,T
Liege,2017,7500,59,F
Liege,2017,7276,59,M
Liege,2017,14776,59,T
Luxembourg,2017,1821,59,F
Luxembourg,2017,1747,59,M
Luxembourg,2017,3568,59,T
Namur,2017,3324,59,F
Namur,2017,3249,59,M
Namur,2017,6573,59,T
Bruxelles,2017,6022,60,F
Bruxelles,2017,5532,60,M
Bruxelles,2017,11554,60,T
Antwerpen,2017,11724,60,F
Antwerpen,2017,11958,60,M
Antwerpen,2017,23682,60,T
Limburg,2017,6078,60,F
Limburg,2017,6079,60,M
Limburg,2017,12157,60,T
Oost_Vlaanderen,2017,9559,60,F
Oost_Vlaanderen,2017,9528,60,M
Oost_Vlaanderen,2017,19087,60,T
Vlaams_Brabant,2017,7424,60,F
Vlaams_Brabant,2017,7350,60,M
Vlaams_Brabant,2017,14774,60,T
West_Vlaanderen,2017,8344,60,F
West_Vlaanderen,2017,8141,60,M
West_Vlaanderen,2017,16485,60,T
Brabant_Wallon,2017,2671,60,F
Brabant_Wallon,2017,2431,60,M
Brabant_Wallon,2017,5102,60,T
Hainaut,2017,9013,60,F
Hainaut,2017,8554,60,M
Hainaut,2017,17567,60,T
Liege,2017,7233,60,F
Liege,2017,6912,60,M
Liege,2017,14145,60,T
Luxembourg,2017,1733,60,F
Luxembourg,2017,1668,60,M
Luxembourg,2017,3401,60,T
Namur,2017,3251,60,F
Namur,2017,3183,60,M
Namur,2017,6434,60,T
Bruxelles,2017,5820,61,F
Bruxelles,2017,5286,61,M
Bruxelles,2017,11106,61,T
Antwerpen,2017,11767,61,F
Antwerpen,2017,11474,61,M
Antwerpen,2017,23241,61,T
Limburg,2017,5968,61,F
Limburg,2017,6176,61,M
Limburg,2017,12144,61,T
Oost_Vlaanderen,2017,9277,61,F
Oost_Vlaanderen,2017,9297,61,M
Oost_Vlaanderen,2017,18574,61,T
Vlaams_Brabant,2017,7217,61,F
Vlaams_Brabant,2017,7030,61,M
Vlaams_Brabant,2017,14247,61,T
West_Vlaanderen,2017,8134,61,F
West_Vlaanderen,2017,8031,61,M
West_Vlaanderen,2017,16165,61,T
Brabant_Wallon,2017,2660,61,F
Brabant_Wallon,2017,2427,61,M
Brabant_Wallon,2017,5087,61,T
Hainaut,2017,9073,61,F
Hainaut,2017,8166,61,M
Hainaut,2017,17239,61,T
Liege,2017,7132,61,F
Liege,2017,6940,61,M
Liege,2017,14072,61,T
Luxembourg,2017,1681,61,F
Luxembourg,2017,1619,61,M
Luxembourg,2017,3300,61,T
Namur,2017,3162,61,F
Namur,2017,3026,61,M
Namur,2017,6188,61,T
Bruxelles,2017,5589,62,F
Bruxelles,2017,4957,62,M
Bruxelles,2017,10546,62,T
Antwerpen,2017,11300,62,F
Antwerpen,2017,11259,62,M
Antwerpen,2017,22559,62,T
Limburg,2017,5859,62,F
Limburg,2017,5941,62,M
Limburg,2017,11800,62,T
Oost_Vlaanderen,2017,9060,62,F
Oost_Vlaanderen,2017,9018,62,M
Oost_Vlaanderen,2017,18078,62,T
Vlaams_Brabant,2017,6968,62,F
Vlaams_Brabant,2017,6704,62,M
Vlaams_Brabant,2017,13672,62,T
West_Vlaanderen,2017,7927,62,F
West_Vlaanderen,2017,7791,62,M
West_Vlaanderen,2017,15718,62,T
Brabant_Wallon,2017,2505,62,F
Brabant_Wallon,2017,2305,62,M
Brabant_Wallon,2017,4810,62,T
Hainaut,2017,8919,62,F
Hainaut,2017,8173,62,M
Hainaut,2017,17092,62,T
Liege,2017,7049,62,F
Liege,2017,6679,62,M
Liege,2017,13728,62,T
Luxembourg,2017,1634,62,F
Luxembourg,2017,1643,62,M
Luxembourg,2017,3277,62,T
Namur,2017,3080,62,F
Namur,2017,3010,62,M
Namur,2017,6090,62,T
Bruxelles,2017,5456,63,F
Bruxelles,2017,4782,63,M
Bruxelles,2017,10238,63,T
Antwerpen,2017,10753,63,F
Antwerpen,2017,10836,63,M
Antwerpen,2017,21589,63,T
Limburg,2017,5684,63,F
Limburg,2017,5708,63,M
Limburg,2017,11392,63,T
Oost_Vlaanderen,2017,8647,63,F
Oost_Vlaanderen,2017,8597,63,M
Oost_Vlaanderen,2017,17244,63,T
Vlaams_Brabant,2017,6743,63,F
Vlaams_Brabant,2017,6525,63,M
Vlaams_Brabant,2017,13268,63,T
West_Vlaanderen,2017,7589,63,F
West_Vlaanderen,2017,7629,63,M
West_Vlaanderen,2017,15218,63,T
Brabant_Wallon,2017,2487,63,F
Brabant_Wallon,2017,2303,63,M
Brabant_Wallon,2017,4790,63,T
Hainaut,2017,8616,63,F
Hainaut,2017,7871,63,M
Hainaut,2017,16487,63,T
Liege,2017,6799,63,F
Liege,2017,6563,63,M
Liege,2017,13362,63,T
Luxembourg,2017,1582,63,F
Luxembourg,2017,1575,63,M
Luxembourg,2017,3157,63,T
Namur,2017,3195,63,F
Namur,2017,2928,63,M
Namur,2017,6123,63,T
Bruxelles,2017,5352,64,F
Bruxelles,2017,4751,64,M
Bruxelles,2017,10103,64,T
Antwerpen,2017,10588,64,F
Antwerpen,2017,10764,64,M
Antwerpen,2017,21352,64,T
Limburg,2017,5575,64,F
Limburg,2017,5629,64,M
Limburg,2017,11204,64,T
Oost_Vlaanderen,2017,8634,64,F
Oost_Vlaanderen,2017,8480,64,M
Oost_Vlaanderen,2017,17114,64,T
Vlaams_Brabant,2017,6411,64,F
Vlaams_Brabant,2017,6463,64,M
Vlaams_Brabant,2017,12874,64,T
West_Vlaanderen,2017,7679,64,F
West_Vlaanderen,2017,7568,64,M
West_Vlaanderen,2017,15247,64,T
Brabant_Wallon,2017,2490,64,F
Brabant_Wallon,2017,2182,64,M
Brabant_Wallon,2017,4672,64,T
Hainaut,2017,8337,64,F
Hainaut,2017,7601,64,M
Hainaut,2017,15938,64,T
Liege,2017,6635,64,F
Liege,2017,6314,64,M
Liege,2017,12949,64,T
Luxembourg,2017,1640,64,F
Luxembourg,2017,1572,64,M
Luxembourg,2017,3212,64,T
Namur,2017,3085,64,F
Namur,2017,2936,64,M
Namur,2017,6021,64,T
Bruxelles,2017,4821,65,F
Bruxelles,2017,4246,65,M
Bruxelles,2017,9067,65,T
Antwerpen,2017,9852,65,F
Antwerpen,2017,9788,65,M
Antwerpen,2017,19640,65,T
Limburg,2017,5269,65,F
Limburg,2017,5357,65,M
Limburg,2017,10626,65,T
Oost_Vlaanderen,2017,8207,65,F
Oost_Vlaanderen,2017,8413,65,M
Oost_Vlaanderen,2017,16620,65,T
Vlaams_Brabant,2017,6380,65,F
Vlaams_Brabant,2017,5970,65,M
Vlaams_Brabant,2017,12350,65,T
West_Vlaanderen,2017,7367,65,F
West_Vlaanderen,2017,7051,65,M
West_Vlaanderen,2017,14418,65,T
Brabant_Wallon,2017,2403,65,F
Brabant_Wallon,2017,2062,65,M
Brabant_Wallon,2017,4465,65,T
Hainaut,2017,8227,65,F
Hainaut,2017,7322,65,M
Hainaut,2017,15549,65,T
Liege,2017,6547,65,F
Liege,2017,6171,65,M
Liege,2017,12718,65,T
Luxembourg,2017,1487,65,F
Luxembourg,2017,1413,65,M
Luxembourg,2017,2900,65,T
Namur,2017,2958,65,F
Namur,2017,2791,65,M
Namur,2017,5749,65,T
Bruxelles,2017,4976,66,F
Bruxelles,2017,4291,66,M
Bruxelles,2017,9267,66,T
Antwerpen,2017,9906,66,F
Antwerpen,2017,9724,66,M
Antwerpen,2017,19630,66,T
Limburg,2017,5182,66,F
Limburg,2017,5145,66,M
Limburg,2017,10327,66,T
Oost_Vlaanderen,2017,8305,66,F
Oost_Vlaanderen,2017,7991,66,M
Oost_Vlaanderen,2017,16296,66,T
Vlaams_Brabant,2017,6302,66,F
Vlaams_Brabant,2017,5861,66,M
Vlaams_Brabant,2017,12163,66,T
West_Vlaanderen,2017,7275,66,F
West_Vlaanderen,2017,7067,66,M
West_Vlaanderen,2017,14342,66,T
Brabant_Wallon,2017,2433,66,F
Brabant_Wallon,2017,2077,66,M
Brabant_Wallon,2017,4510,66,T
Hainaut,2017,8186,66,F
Hainaut,2017,7180,66,M
Hainaut,2017,15366,66,T
Liege,2017,6675,66,F
Liege,2017,6293,66,M
Liege,2017,12968,66,T
Luxembourg,2017,1374,66,F
Luxembourg,2017,1479,66,M
Luxembourg,2017,2853,66,T
Namur,2017,2938,66,F
Namur,2017,2834,66,M
Namur,2017,5772,66,T
Bruxelles,2017,4682,67,F
Bruxelles,2017,3951,67,M
Bruxelles,2017,8633,67,T
Antwerpen,2017,9764,67,F
Antwerpen,2017,9603,67,M
Antwerpen,2017,19367,67,T
Limburg,2017,5055,67,F
Limburg,2017,5085,67,M
Limburg,2017,10140,67,T
Oost_Vlaanderen,2017,8223,67,F
Oost_Vlaanderen,2017,7951,67,M
Oost_Vlaanderen,2017,16174,67,T
Vlaams_Brabant,2017,6099,67,F
Vlaams_Brabant,2017,5731,67,M
Vlaams_Brabant,2017,11830,67,T
West_Vlaanderen,2017,7256,67,F
West_Vlaanderen,2017,7277,67,M
West_Vlaanderen,2017,14533,67,T
Brabant_Wallon,2017,2358,67,F
Brabant_Wallon,2017,2079,67,M
Brabant_Wallon,2017,4437,67,T
Hainaut,2017,8175,67,F
Hainaut,2017,7398,67,M
Hainaut,2017,15573,67,T
Liege,2017,6423,67,F
Liege,2017,5858,67,M
Liege,2017,12281,67,T
Luxembourg,2017,1447,67,F
Luxembourg,2017,1394,67,M
Luxembourg,2017,2841,67,T
Namur,2017,2942,67,F
Namur,2017,2812,67,M
Namur,2017,5754,67,T
Bruxelles,2017,4657,68,F
Bruxelles,2017,3891,68,M
Bruxelles,2017,8548,68,T
Antwerpen,2017,9686,68,F
Antwerpen,2017,9321,68,M
Antwerpen,2017,19007,68,T
Limburg,2017,4951,68,F
Limburg,2017,4996,68,M
Limburg,2017,9947,68,T
Oost_Vlaanderen,2017,8320,68,F
Oost_Vlaanderen,2017,7751,68,M
Oost_Vlaanderen,2017,16071,68,T
Vlaams_Brabant,2017,6140,68,F
Vlaams_Brabant,2017,5763,68,M
Vlaams_Brabant,2017,11903,68,T
West_Vlaanderen,2017,7483,68,F
West_Vlaanderen,2017,7115,68,M
West_Vlaanderen,2017,14598,68,T
Brabant_Wallon,2017,2464,68,F
Brabant_Wallon,2017,2052,68,M
Brabant_Wallon,2017,4516,68,T
Hainaut,2017,8340,68,F
Hainaut,2017,7247,68,M
Hainaut,2017,15587,68,T
Liege,2017,6463,68,F
Liege,2017,5941,68,M
Liege,2017,12404,68,T
Luxembourg,2017,1484,68,F
Luxembourg,2017,1457,68,M
Luxembourg,2017,2941,68,T
Namur,2017,3064,68,F
Namur,2017,2800,68,M
Namur,2017,5864,68,T
Bruxelles,2017,4691,69,F
Bruxelles,2017,3745,69,M
Bruxelles,2017,8436,69,T
Antwerpen,2017,9789,69,F
Antwerpen,2017,9128,69,M
Antwerpen,2017,18917,69,T
Limburg,2017,4721,69,F
Limburg,2017,4688,69,M
Limburg,2017,9409,69,T
Oost_Vlaanderen,2017,8079,69,F
Oost_Vlaanderen,2017,7639,69,M
Oost_Vlaanderen,2017,15718,69,T
Vlaams_Brabant,2017,5887,69,F
Vlaams_Brabant,2017,5564,69,M
Vlaams_Brabant,2017,11451,69,T
West_Vlaanderen,2017,7334,69,F
West_Vlaanderen,2017,6956,69,M
West_Vlaanderen,2017,14290,69,T
Brabant_Wallon,2017,2435,69,F
Brabant_Wallon,2017,2146,69,M
Brabant_Wallon,2017,4581,69,T
Hainaut,2017,8135,69,F
Hainaut,2017,7189,69,M
Hainaut,2017,15324,69,T
Liege,2017,6288,69,F
Liege,2017,5693,69,M
Liege,2017,11981,69,T
Luxembourg,2017,1482,69,F
Luxembourg,2017,1384,69,M
Luxembourg,2017,2866,69,T
Namur,2017,2902,69,F
Namur,2017,2652,69,M
Namur,2017,5554,69,T
Bruxelles,2017,4549,70,F
Bruxelles,2017,3575,70,M
Bruxelles,2017,8124,70,T
Antwerpen,2017,9730,70,F
Antwerpen,2017,9492,70,M
Antwerpen,2017,19222,70,T
Limburg,2017,4574,70,F
Limburg,2017,4383,70,M
Limburg,2017,8957,70,T
Oost_Vlaanderen,2017,8128,70,F
Oost_Vlaanderen,2017,7867,70,M
Oost_Vlaanderen,2017,15995,70,T
Vlaams_Brabant,2017,5950,70,F
Vlaams_Brabant,2017,5489,70,M
Vlaams_Brabant,2017,11439,70,T
West_Vlaanderen,2017,7561,70,F
West_Vlaanderen,2017,6999,70,M
West_Vlaanderen,2017,14560,70,T
Brabant_Wallon,2017,2401,70,F
Brabant_Wallon,2017,2075,70,M
Brabant_Wallon,2017,4476,70,T
Hainaut,2017,8169,70,F
Hainaut,2017,6884,70,M
Hainaut,2017,15053,70,T
Liege,2017,6032,70,F
Liege,2017,5511,70,M
Liege,2017,11543,70,T
Luxembourg,2017,1401,70,F
Luxembourg,2017,1265,70,M
Luxembourg,2017,2666,70,T
Namur,2017,2802,70,F
Namur,2017,2495,70,M
Namur,2017,5297,70,T
Bruxelles,2017,4073,71,F
Bruxelles,2017,3056,71,M
Bruxelles,2017,7129,71,T
Antwerpen,2017,8469,71,F
Antwerpen,2017,7866,71,M
Antwerpen,2017,16335,71,T
Limburg,2017,4082,71,F
Limburg,2017,4049,71,M
Limburg,2017,8131,71,T
Oost_Vlaanderen,2017,7307,71,F
Oost_Vlaanderen,2017,6605,71,M
Oost_Vlaanderen,2017,13912,71,T
Vlaams_Brabant,2017,5371,71,F
Vlaams_Brabant,2017,4798,71,M
Vlaams_Brabant,2017,10169,71,T
West_Vlaanderen,2017,6902,71,F
West_Vlaanderen,2017,6281,71,M
West_Vlaanderen,2017,13183,71,T
Brabant_Wallon,2017,1922,71,F
Brabant_Wallon,2017,1606,71,M
Brabant_Wallon,2017,3528,71,T
Hainaut,2017,6048,71,F
Hainaut,2017,4869,71,M
Hainaut,2017,10917,71,T
Liege,2017,4831,71,F
Liege,2017,3980,71,M
Liege,2017,8811,71,T
Luxembourg,2017,1000,71,F
Luxembourg,2017,945,71,M
Luxembourg,2017,1945,71,T
Namur,2017,2080,71,F
Namur,2017,1821,71,M
Namur,2017,3901,71,T
Bruxelles,2017,4122,72,F
Bruxelles,2017,3092,72,M
Bruxelles,2017,7214,72,T
Antwerpen,2017,8627,72,F
Antwerpen,2017,7952,72,M
Antwerpen,2017,16579,72,T
Limburg,2017,3889,72,F
Limburg,2017,3659,72,M
Limburg,2017,7548,72,T
Oost_Vlaanderen,2017,7329,72,F
Oost_Vlaanderen,2017,6415,72,M
Oost_Vlaanderen,2017,13744,72,T
Vlaams_Brabant,2017,5165,72,F
Vlaams_Brabant,2017,4800,72,M
Vlaams_Brabant,2017,9965,72,T
West_Vlaanderen,2017,6620,72,F
West_Vlaanderen,2017,6106,72,M
West_Vlaanderen,2017,12726,72,T
Brabant_Wallon,2017,1858,72,F
Brabant_Wallon,2017,1619,72,M
Brabant_Wallon,2017,3477,72,T
Hainaut,2017,5855,72,F
Hainaut,2017,4803,72,M
Hainaut,2017,10658,72,T
Liege,2017,4789,72,F
Liege,2017,3933,72,M
Liege,2017,8722,72,T
Luxembourg,2017,991,72,F
Luxembourg,2017,932,72,M
Luxembourg,2017,1923,72,T
Namur,2017,1949,72,F
Namur,2017,1674,72,M
Namur,2017,3623,72,T
Bruxelles,2017,3771,73,F
Bruxelles,2017,2910,73,M
Bruxelles,2017,6681,73,T
Antwerpen,2017,8050,73,F
Antwerpen,2017,7240,73,M
Antwerpen,2017,15290,73,T
Limburg,2017,3854,73,F
Limburg,2017,3530,73,M
Limburg,2017,7384,73,T
Oost_Vlaanderen,2017,6706,73,F
Oost_Vlaanderen,2017,6086,73,M
