name, year, amount, age, gender
Bruxelles,2017,19051,25,T
Antwerpen,2017,11685,25,F
Antwerpen,2017,11768,25,M
Antwerpen,2017,23453,25,T
Limburg,2017,5184,25,F
Limburg,2017,5482,25,M
Limburg,2017,10666,25,T
Oost_Vlaanderen,2017,9660,25,F
Oost_Vlaanderen,2017,9704,25,M
Oost_Vlaanderen,2017,19364,25,T
Vlaams_Brabant,2017,6743,25,F
Vlaams_Brabant,2017,7009,25,M
Vlaams_Brabant,2017,13752,25,T
West_Vlaanderen,2017,6903,25,F
West_Vlaanderen,2017,7588,25,M
West_Vlaanderen,2017,14491,25,T
Brabant_Wallon,2017,2525,25,F
Brabant_Wallon,2017,2617,25,M
Brabant_Wallon,2017,5142,25,T
Hainaut,2017,8625,25,F
Hainaut,2017,8708,25,M
Hainaut,2017,17333,25,T
Liege,2017,7416,25,F
Liege,2017,7587,25,M
Liege,2017,15003,25,T
Luxembourg,2017,1824,25,F
Luxembourg,2017,1948,25,M
Luxembourg,2017,3772,25,T
Namur,2017,3150,25,F
Namur,2017,3344,25,M
Namur,2017,6494,25,T
Bruxelles,2017,10705,26,F
Bruxelles,2017,9764,26,M
Bruxelles,2017,20469,26,T
Antwerpen,2017,12172,26,F
Antwerpen,2017,11949,26,M
Antwerpen,2017,24121,26,T
Limburg,2017,5098,26,F
Limburg,2017,5290,26,M
Limburg,2017,10388,26,T
Oost_Vlaanderen,2017,9705,26,F
Oost_Vlaanderen,2017,9819,26,M
Oost_Vlaanderen,2017,19524,26,T
Vlaams_Brabant,2017,6654,26,F
Vlaams_Brabant,2017,6839,26,M
Vlaams_Brabant,2017,13493,26,T
West_Vlaanderen,2017,6741,26,F
West_Vlaanderen,2017,7191,26,M
West_Vlaanderen,2017,13932,26,T
Brabant_Wallon,2017,2430,26,F
Brabant_Wallon,2017,2487,26,M
Brabant_Wallon,2017,4917,26,T
Hainaut,2017,8436,26,F
Hainaut,2017,8625,26,M
Hainaut,2017,17061,26,T
Liege,2017,7463,26,F
Liege,2017,7587,26,M
Liege,2017,15050,26,T
Luxembourg,2017,1831,26,F
Luxembourg,2017,1931,26,M
Luxembourg,2017,3762,26,T
Namur,2017,3085,26,F
Namur,2017,3370,26,M
Namur,2017,6455,26,T
Bruxelles,2017,10863,27,F
Bruxelles,2017,9997,27,M
Bruxelles,2017,20860,27,T
Antwerpen,2017,11661,27,F
Antwerpen,2017,11769,27,M
Antwerpen,2017,23430,27,T
Limburg,2017,5043,27,F
Limburg,2017,5187,27,M
Limburg,2017,10230,27,T
Oost_Vlaanderen,2017,9448,27,F
Oost_Vlaanderen,2017,9665,27,M
Oost_Vlaanderen,2017,19113,27,T
Vlaams_Brabant,2017,6581,27,F
Vlaams_Brabant,2017,6504,27,M
Vlaams_Brabant,2017,13085,27,T
West_Vlaanderen,2017,6619,27,F
West_Vlaanderen,2017,7032,27,M
West_Vlaanderen,2017,13651,27,T
Brabant_Wallon,2017,2358,27,F
Brabant_Wallon,2017,2486,27,M
Brabant_Wallon,2017,4844,27,T
Hainaut,2017,8465,27,F
Hainaut,2017,8765,27,M
Hainaut,2017,17230,27,T
Liege,2017,7363,27,F
Liege,2017,7363,27,M
Liege,2017,14726,27,T
Luxembourg,2017,1808,27,F
Luxembourg,2017,1967,27,M
Luxembourg,2017,3775,27,T
Namur,2017,3252,27,F
Namur,2017,3301,27,M
Namur,2017,6553,27,T
Bruxelles,2017,11057,28,F
Bruxelles,2017,10336,28,M
Bruxelles,2017,21393,28,T
Antwerpen,2017,11969,28,F
Antwerpen,2017,11831,28,M
Antwerpen,2017,23800,28,T
Limburg,2017,5059,28,F
Limburg,2017,5098,28,M
Limburg,2017,10157,28,T
Oost_Vlaanderen,2017,9486,28,F
Oost_Vlaanderen,2017,9445,28,M
Oost_Vlaanderen,2017,18931,28,T
Vlaams_Brabant,2017,6505,28,F
Vlaams_Brabant,2017,6516,28,M
Vlaams_Brabant,2017,13021,28,T
West_Vlaanderen,2017,6633,28,F
West_Vlaanderen,2017,6883,28,M
West_Vlaanderen,2017,13516,28,T
Brabant_Wallon,2017,2290,28,F
Brabant_Wallon,2017,2347,28,M
Brabant_Wallon,2017,4637,28,T
Hainaut,2017,8319,28,F
Hainaut,2017,8547,28,M
Hainaut,2017,16866,28,T
Liege,2017,7332,28,F
Liege,2017,7578,28,M
Liege,2017,14910,28,T
Luxembourg,2017,1876,28,F
Luxembourg,2017,1960,28,M
Luxembourg,2017,3836,28,T
Namur,2017,3291,28,F
Namur,2017,3253,28,M
Namur,2017,6544,28,T
Bruxelles,2017,11144,29,F
Bruxelles,2017,10027,29,M
Bruxelles,2017,21171,29,T
Antwerpen,2017,11867,29,F
Antwerpen,2017,11799,29,M
Antwerpen,2017,23666,29,T
Limburg,2017,5043,29,F
Limburg,2017,5039,29,M
Limburg,2017,10082,29,T
Oost_Vlaanderen,2017,9343,29,F
Oost_Vlaanderen,2017,9524,29,M
Oost_Vlaanderen,2017,18867,29,T
Vlaams_Brabant,2017,6516,29,F
Vlaams_Brabant,2017,6591,29,M
Vlaams_Brabant,2017,13107,29,T
West_Vlaanderen,2017,6408,29,F
West_Vlaanderen,2017,6778,29,M
West_Vlaanderen,2017,13186,29,T
Brabant_Wallon,2017,2152,29,F
Brabant_Wallon,2017,2298,29,M
Brabant_Wallon,2017,4450,29,T
Hainaut,2017,8282,29,F
Hainaut,2017,8307,29,M
Hainaut,2017,16589,29,T
Liege,2017,7189,29,F
Liege,2017,7327,29,M
Liege,2017,14516,29,T
Luxembourg,2017,1832,29,F
Luxembourg,2017,1901,29,M
Luxembourg,2017,3733,29,T
Namur,2017,3107,29,F
Namur,2017,3215,29,M
Namur,2017,6322,29,T
Bruxelles,2017,10807,30,F
Bruxelles,2017,10103,30,M
Bruxelles,2017,20910,30,T
Antwerpen,2017,11817,30,F
Antwerpen,2017,11608,30,M
Antwerpen,2017,23425,30,T
Limburg,2017,5076,30,F
Limburg,2017,5211,30,M
Limburg,2017,10287,30,T
Oost_Vlaanderen,2017,9317,30,F
Oost_Vlaanderen,2017,9485,30,M
Oost_Vlaanderen,2017,18802,30,T
Vlaams_Brabant,2017,6545,30,F
Vlaams_Brabant,2017,6508,30,M
Vlaams_Brabant,2017,13053,30,T
West_Vlaanderen,2017,6484,30,F
West_Vlaanderen,2017,6959,30,M
West_Vlaanderen,2017,13443,30,T
Brabant_Wallon,2017,2249,30,F
Brabant_Wallon,2017,2279,30,M
Brabant_Wallon,2017,4528,30,T
Hainaut,2017,8285,30,F
Hainaut,2017,8475,30,M
Hainaut,2017,16760,30,T
Liege,2017,7152,30,F
Liege,2017,7234,30,M
Liege,2017,14386,30,T
Luxembourg,2017,1819,30,F
Luxembourg,2017,1942,30,M
Luxembourg,2017,3761,30,T
Namur,2017,3150,30,F
Namur,2017,3195,30,M
Namur,2017,6345,30,T
Bruxelles,2017,10569,31,F
Bruxelles,2017,10183,31,M
Bruxelles,2017,20752,31,T
Antwerpen,2017,11780,31,F
Antwerpen,2017,11727,31,M
Antwerpen,2017,23507,31,T
Limburg,2017,5136,31,F
Limburg,2017,5167,31,M
Limburg,2017,10303,31,T
Oost_Vlaanderen,2017,9127,31,F
Oost_Vlaanderen,2017,9293,31,M
Oost_Vlaanderen,2017,18420,31,T
Vlaams_Brabant,2017,6474,31,F
Vlaams_Brabant,2017,6199,31,M
Vlaams_Brabant,2017,12673,31,T
West_Vlaanderen,2017,6464,31,F
West_Vlaanderen,2017,6613,31,M
West_Vlaanderen,2017,13077,31,T
Brabant_Wallon,2017,2265,31,F
Brabant_Wallon,2017,2248,31,M
Brabant_Wallon,2017,4513,31,T
Hainaut,2017,8110,31,F
Hainaut,2017,8187,31,M
Hainaut,2017,16297,31,T
Liege,2017,7051,31,F
Liege,2017,7064,31,M
Liege,2017,14115,31,T
Luxembourg,2017,1739,31,F
Luxembourg,2017,1798,31,M
Luxembourg,2017,3537,31,T
Namur,2017,3098,31,F
Namur,2017,3102,31,M
Namur,2017,6200,31,T
Bruxelles,2017,10527,32,F
Bruxelles,2017,10196,32,M
Bruxelles,2017,20723,32,T
Antwerpen,2017,11878,32,F
Antwerpen,2017,11941,32,M
Antwerpen,2017,23819,32,T
Limburg,2017,5307,32,F
Limburg,2017,5211,32,M
Limburg,2017,10518,32,T
Oost_Vlaanderen,2017,9241,32,F
Oost_Vlaanderen,2017,9411,32,M
Oost_Vlaanderen,2017,18652,32,T
Vlaams_Brabant,2017,6697,32,F
Vlaams_Brabant,2017,6444,32,M
Vlaams_Brabant,2017,13141,32,T
West_Vlaanderen,2017,6551,32,F
West_Vlaanderen,2017,6845,32,M
West_Vlaanderen,2017,13396,32,T
Brabant_Wallon,2017,2293,32,F
Brabant_Wallon,2017,2168,32,M
Brabant_Wallon,2017,4461,32,T
Hainaut,2017,8086,32,F
Hainaut,2017,8108,32,M
Hainaut,2017,16194,32,T
Liege,2017,7033,32,F
Liege,2017,6975,32,M
Liege,2017,14008,32,T
Luxembourg,2017,1714,32,F
Luxembourg,2017,1847,32,M
Luxembourg,2017,3561,32,T
Namur,2017,3118,32,F
Namur,2017,3125,32,M
Namur,2017,6243,32,T
Bruxelles,2017,10049,33,F
Bruxelles,2017,9935,33,M
Bruxelles,2017,19984,33,T
Antwerpen,2017,12111,33,F
Antwerpen,2017,12128,33,M
Antwerpen,2017,24239,33,T
Limburg,2017,5340,33,F
Limburg,2017,5383,33,M
Limburg,2017,10723,33,T
Oost_Vlaanderen,2017,9635,33,F
Oost_Vlaanderen,2017,9512,33,M
Oost_Vlaanderen,2017,19147,33,T
Vlaams_Brabant,2017,6992,33,F
Vlaams_Brabant,2017,6715,33,M
Vlaams_Brabant,2017,13707,33,T
West_Vlaanderen,2017,6673,33,F
West_Vlaanderen,2017,7075,33,M
West_Vlaanderen,2017,13748,33,T
Brabant_Wallon,2017,2266,33,F
Brabant_Wallon,2017,2260,33,M
Brabant_Wallon,2017,4526,33,T
Hainaut,2017,7840,33,F
Hainaut,2017,8044,33,M
Hainaut,2017,15884,33,T
Liege,2017,6734,33,F
Liege,2017,6930,33,M
Liege,2017,13664,33,T
Luxembourg,2017,1660,33,F
Luxembourg,2017,1784,33,M
Luxembourg,2017,3444,33,T
Namur,2017,3017,33,F
Namur,2017,3201,33,M
Namur,2017,6218,33,T
Bruxelles,2017,10159,34,F
Bruxelles,2017,10022,34,M
Bruxelles,2017,20181,34,T
Antwerpen,2017,12050,34,F
Antwerpen,2017,12127,34,M
Antwerpen,2017,24177,34,T
Limburg,2017,5598,34,F
Limburg,2017,5747,34,M
Limburg,2017,11345,34,T
Oost_Vlaanderen,2017,9785,34,F
Oost_Vlaanderen,2017,9853,34,M
Oost_Vlaanderen,2017,19638,34,T
Vlaams_Brabant,2017,7117,34,F
Vlaams_Brabant,2017,6937,34,M
Vlaams_Brabant,2017,14054,34,T
West_Vlaanderen,2017,6757,34,F
West_Vlaanderen,2017,7168,34,M
West_Vlaanderen,2017,13925,34,T
Brabant_Wallon,2017,2340,34,F
Brabant_Wallon,2017,2202,34,M
Brabant_Wallon,2017,4542,34,T
Hainaut,2017,8382,34,F
Hainaut,2017,8196,34,M
Hainaut,2017,16578,34,T
Liege,2017,7067,34,F
Liege,2017,7015,34,M
Liege,2017,14082,34,T
Luxembourg,2017,1746,34,F
Luxembourg,2017,1877,34,M
Luxembourg,2017,3623,34,T
Namur,2017,3105,34,F
Namur,2017,3117,34,M
Namur,2017,6222,34,T
Bruxelles,2017,9822,35,F
Bruxelles,2017,9904,35,M
Bruxelles,2017,19726,35,T
Antwerpen,2017,11990,35,F
Antwerpen,2017,12404,35,M
Antwerpen,2017,24394,35,T
Limburg,2017,5831,35,F
Limburg,2017,5898,35,M
Limburg,2017,11729,35,T
Oost_Vlaanderen,2017,10008,35,F
Oost_Vlaanderen,2017,10171,35,M
Oost_Vlaanderen,2017,20179,35,T
Vlaams_Brabant,2017,7249,35,F
Vlaams_Brabant,2017,7038,35,M
Vlaams_Brabant,2017,14287,35,T
West_Vlaanderen,2017,6825,35,F
West_Vlaanderen,2017,7375,35,M
West_Vlaanderen,2017,14200,35,T
Brabant_Wallon,2017,2352,35,F
Brabant_Wallon,2017,2364,35,M
Brabant_Wallon,2017,4716,35,T
Hainaut,2017,8561,35,F
Hainaut,2017,8397,35,M
Hainaut,2017,16958,35,T
Liege,2017,7154,35,F
Liege,2017,7020,35,M
Liege,2017,14174,35,T
Luxembourg,2017,1818,35,F
Luxembourg,2017,1848,35,M
Luxembourg,2017,3666,35,T
Namur,2017,3145,35,F
Namur,2017,3080,35,M
Namur,2017,6225,35,T
Bruxelles,2017,10194,36,F
Bruxelles,2017,10260,36,M
Bruxelles,2017,20454,36,T
Antwerpen,2017,12357,36,F
Antwerpen,2017,12482,36,M
Antwerpen,2017,24839,36,T
Limburg,2017,5764,36,F
Limburg,2017,5823,36,M
Limburg,2017,11587,36,T
Oost_Vlaanderen,2017,10099,36,F
Oost_Vlaanderen,2017,10018,36,M
Oost_Vlaanderen,2017,20117,36,T
Vlaams_Brabant,2017,7579,36,F
Vlaams_Brabant,2017,7156,36,M
Vlaams_Brabant,2017,14735,36,T
West_Vlaanderen,2017,6943,36,F
West_Vlaanderen,2017,7285,36,M
West_Vlaanderen,2017,14228,36,T
Brabant_Wallon,2017,2492,36,F
Brabant_Wallon,2017,2368,36,M
Brabant_Wallon,2017,4860,36,T
Hainaut,2017,8558,36,F
Hainaut,2017,8585,36,M
Hainaut,2017,17143,36,T
Liege,2017,7103,36,F
Liege,2017,7059,36,M
Liege,2017,14162,36,T
Luxembourg,2017,1824,36,F
Luxembourg,2017,1865,36,M
Luxembourg,2017,3689,36,T
Namur,2017,3212,36,F
Namur,2017,3133,36,M
Namur,2017,6345,36,T
Bruxelles,2017,9590,37,F
Bruxelles,2017,9982,37,M
Bruxelles,2017,19572,37,T
Antwerpen,2017,12001,37,F
Antwerpen,2017,12286,37,M
Antwerpen,2017,24287,37,T
Limburg,2017,5821,37,F
Limburg,2017,5992,37,M
Limburg,2017,11813,37,T
Oost_Vlaanderen,2017,10005,37,F
Oost_Vlaanderen,2017,10305,37,M
Oost_Vlaanderen,2017,20310,37,T
Vlaams_Brabant,2017,7427,37,F
Vlaams_Brabant,2017,7336,37,M
Vlaams_Brabant,2017,14763,37,T
West_Vlaanderen,2017,6911,37,F
West_Vlaanderen,2017,7078,37,M
West_Vlaanderen,2017,13989,37,T
Brabant_Wallon,2017,2448,37,F
Brabant_Wallon,2017,2356,37,M
Brabant_Wallon,2017,4804,37,T
Hainaut,2017,8380,37,F
Hainaut,2017,8373,37,M
Hainaut,2017,16753,37,T
Liege,2017,6782,37,F
Liege,2017,7059,37,M
Liege,2017,13841,37,T
Luxembourg,2017,1777,37,F
Luxembourg,2017,1833,37,M
Luxembourg,2017,3610,37,T
Namur,2017,3044,37,F
Namur,2017,3165,37,M
Namur,2017,6209,37,T
Bruxelles,2017,9453,38,F
Bruxelles,2017,9933,38,M
Bruxelles,2017,19386,38,T
Antwerpen,2017,11776,38,F
Antwerpen,2017,11828,38,M
Antwerpen,2017,23604,38,T
Limburg,2017,5677,38,F
Limburg,2017,5763,38,M
Limburg,2017,11440,38,T
Oost_Vlaanderen,2017,10143,38,F
Oost_Vlaanderen,2017,10171,38,M
Oost_Vlaanderen,2017,20314,38,T
Vlaams_Brabant,2017,7487,38,F
Vlaams_Brabant,2017,7168,38,M
Vlaams_Brabant,2017,14655,38,T
West_Vlaanderen,2017,6933,38,F
West_Vlaanderen,2017,7046,38,M
West_Vlaanderen,2017,13979,38,T
Brabant_Wallon,2017,2502,38,F
Brabant_Wallon,2017,2306,38,M
Brabant_Wallon,2017,4808,38,T
Hainaut,2017,8363,38,F
Hainaut,2017,8357,38,M
Hainaut,2017,16720,38,T
Liege,2017,6754,38,F
Liege,2017,6818,38,M
Liege,2017,13572,38,T
Luxembourg,2017,1777,38,F
Luxembourg,2017,1788,38,M
Luxembourg,2017,3565,38,T
Namur,2017,2944,38,F
Namur,2017,3129,38,M
Namur,2017,6073,38,T
Bruxelles,2017,9132,39,F
Bruxelles,2017,9718,39,M
Bruxelles,2017,18850,39,T
Antwerpen,2017,11410,39,F
Antwerpen,2017,11810,39,M
Antwerpen,2017,23220,39,T
Limburg,2017,5741,39,F
Limburg,2017,5651,39,M
Limburg,2017,11392,39,T
Oost_Vlaanderen,2017,9623,39,F
Oost_Vlaanderen,2017,9667,39,M
Oost_Vlaanderen,2017,19290,39,T
Vlaams_Brabant,2017,7491,39,F
Vlaams_Brabant,2017,7250,39,M
Vlaams_Brabant,2017,14741,39,T
West_Vlaanderen,2017,6858,39,F
West_Vlaanderen,2017,6939,39,M
West_Vlaanderen,2017,13797,39,T
Brabant_Wallon,2017,2620,39,F
Brabant_Wallon,2017,2356,39,M
Brabant_Wallon,2017,4976,39,T
Hainaut,2017,8435,39,F
Hainaut,2017,8456,39,M
Hainaut,2017,16891,39,T
Liege,2017,6594,39,F
Liege,2017,6756,39,M
Liege,2017,13350,39,T
Luxembourg,2017,1838,39,F
Luxembourg,2017,1865,39,M
Luxembourg,2017,3703,39,T
Namur,2017,3076,39,F
Namur,2017,3022,39,M
Namur,2017,6098,39,T
Bruxelles,2017,8851,40,F
Bruxelles,2017,9544,40,M
Bruxelles,2017,18395,40,T
Antwerpen,2017,10969,40,F
Antwerpen,2017,11335,40,M
Antwerpen,2017,22304,40,T
Limburg,2017,5458,40,F
Limburg,2017,5522,40,M
Limburg,2017,10980,40,T
Oost_Vlaanderen,2017,9557,40,F
Oost_Vlaanderen,2017,9910,40,M
Oost_Vlaanderen,2017,19467,40,T
Vlaams_Brabant,2017,7219,40,F
Vlaams_Brabant,2017,7114,40,M
Vlaams_Brabant,2017,14333,40,T
West_Vlaanderen,2017,6700,40,F
West_Vlaanderen,2017,6841,40,M
West_Vlaanderen,2017,13541,40,T
Brabant_Wallon,2017,2786,40,F
Brabant_Wallon,2017,2351,40,M
Brabant_Wallon,2017,5137,40,T
Hainaut,2017,8437,40,F
Hainaut,2017,8387,40,M
Hainaut,2017,16824,40,T
Liege,2017,6815,40,F
Liege,2017,7045,40,M
Liege,2017,13860,40,T
Luxembourg,2017,1770,40,F
Luxembourg,2017,1792,40,M
Luxembourg,2017,3562,40,T
Namur,2017,3033,40,F
Namur,2017,3039,40,M
Namur,2017,6072,40,T
Bruxelles,2017,8325,41,F
Bruxelles,2017,9296,41,M
Bruxelles,2017,17621,41,T
Antwerpen,2017,10993,41,F
Antwerpen,2017,11103,41,M
Antwerpen,2017,22096,41,T
Limburg,2017,5140,41,F
Limburg,2017,5275,41,M
Limburg,2017,10415,41,T
Oost_Vlaanderen,2017,9159,41,F
Oost_Vlaanderen,2017,9633,41,M
Oost_Vlaanderen,2017,18792,41,T
Vlaams_Brabant,2017,7321,41,F
Vlaams_Brabant,2017,6798,41,M
Vlaams_Brabant,2017,14119,41,T
West_Vlaanderen,2017,6482,41,F
West_Vlaanderen,2017,6925,41,M
West_Vlaanderen,2017,13407,41,T
Brabant_Wallon,2017,2660,41,F
Brabant_Wallon,2017,2500,41,M
Brabant_Wallon,2017,5160,41,T
Hainaut,2017,8651,41,F
Hainaut,2017,8584,41,M
Hainaut,2017,17235,41,T
Liege,2017,6784,41,F
Liege,2017,6891,41,M
Liege,2017,13675,41,T
Luxembourg,2017,1897,41,F
Luxembourg,2017,1879,41,M
Luxembourg,2017,3776,41,T
Namur,2017,3050,41,F
Namur,2017,3047,41,M
Namur,2017,6097,41,T
Bruxelles,2017,8376,42,F
Bruxelles,2017,9365,42,M
Bruxelles,2017,17741,42,T
Antwerpen,2017,11030,42,F
Antwerpen,2017,11331,42,M
Antwerpen,2017,22361,42,T
Limburg,2017,5414,42,F
Limburg,2017,5491,42,M
Limburg,2017,10905,42,T
Oost_Vlaanderen,2017,9390,42,F
Oost_Vlaanderen,2017,9779,42,M
Oost_Vlaanderen,2017,19169,42,T
Vlaams_Brabant,2017,7432,42,F
Vlaams_Brabant,2017,7196,42,M
Vlaams_Brabant,2017,14628,42,T
West_Vlaanderen,2017,6925,42,F
West_Vlaanderen,2017,7093,42,M
West_Vlaanderen,2017,14018,42,T
Brabant_Wallon,2017,2658,42,F
Brabant_Wallon,2017,2566,42,M
Brabant_Wallon,2017,5224,42,T
Hainaut,2017,8920,42,F
Hainaut,2017,8977,42,M
Hainaut,2017,17897,42,T
Liege,2017,7042,42,F
Liege,2017,7156,42,M
Liege,2017,14198,42,T
Luxembourg,2017,1790,42,F
Luxembourg,2017,1994,42,M
Luxembourg,2017,3784,42,T
Namur,2017,3204,42,F
Namur,2017,3212,42,M
Namur,2017,6416,42,T
Bruxelles,2017,8213,43,F
Bruxelles,2017,9095,43,M
Bruxelles,2017,17308,43,T
Antwerpen,2017,11311,43,F
Antwerpen,2017,11760,43,M
Antwerpen,2017,23071,43,T
Limburg,2017,5494,43,F
Limburg,2017,5402,43,M
Limburg,2017,10896,43,T
Oost_Vlaanderen,2017,9597,43,F
Oost_Vlaanderen,2017,9964,43,M
Oost_Vlaanderen,2017,19561,43,T
Vlaams_Brabant,2017,7461,43,F
Vlaams_Brabant,2017,7555,43,M
Vlaams_Brabant,2017,15016,43,T
West_Vlaanderen,2017,7067,43,F
West_Vlaanderen,2017,7373,43,M
West_Vlaanderen,2017,14440,43,T
Brabant_Wallon,2017,2838,43,F
Brabant_Wallon,2017,2638,43,M
Brabant_Wallon,2017,5476,43,T
Hainaut,2017,9284,43,F
Hainaut,2017,9449,43,M
Hainaut,2017,18733,43,T
Liege,2017,7266,43,F
Liege,2017,7334,43,M
Liege,2017,14600,43,T
Luxembourg,2017,1965,43,F
Luxembourg,2017,1984,43,M
Luxembourg,2017,3949,43,T
Namur,2017,3192,43,F
Namur,2017,3335,43,M
Namur,2017,6527,43,T
Bruxelles,2017,8164,44,F
Bruxelles,2017,8858,44,M
Bruxelles,2017,17022,44,T
Antwerpen,2017,11953,44,F
Antwerpen,2017,12099,44,M
Antwerpen,2017,24052,44,T
Limburg,2017,5703,44,F
Limburg,2017,5764,44,M
Limburg,2017,11467,44,T
Oost_Vlaanderen,2017,10024,44,F
Oost_Vlaanderen,2017,10484,44,M
Oost_Vlaanderen,2017,20508,44,T
Vlaams_Brabant,2017,7932,44,F
Vlaams_Brabant,2017,7624,44,M
Vlaams_Brabant,2017,15556,44,T
West_Vlaanderen,2017,7417,44,F
West_Vlaanderen,2017,7713,44,M
West_Vlaanderen,2017,15130,44,T
Brabant_Wallon,2017,2900,44,F
Brabant_Wallon,2017,2835,44,M
Brabant_Wallon,2017,5735,44,T
Hainaut,2017,9587,44,F
Hainaut,2017,9645,44,M
Hainaut,2017,19232,44,T
Liege,2017,7388,44,F
Liege,2017,7547,44,M
Liege,2017,14935,44,T
Luxembourg,2017,1988,44,F
Luxembourg,2017,2021,44,M
Luxembourg,2017,4009,44,T
Namur,2017,3382,44,F
Namur,2017,3385,44,M
Namur,2017,6767,44,T
Bruxelles,2017,7979,45,F
Bruxelles,2017,8668,45,M
Bruxelles,2017,16647,45,T
Antwerpen,2017,12428,45,F
Antwerpen,2017,12596,45,M
Antwerpen,2017,25024,45,T
Limburg,2017,5803,45,F
Limburg,2017,5846,45,M
Limburg,2017,11649,45,T
Oost_Vlaanderen,2017,10494,45,F
Oost_Vlaanderen,2017,10693,45,M
Oost_Vlaanderen,2017,21187,45,T
Vlaams_Brabant,2017,7914,45,F
Vlaams_Brabant,2017,7827,45,M
Vlaams_Brabant,2017,15741,45,T
West_Vlaanderen,2017,7812,45,F
West_Vlaanderen,2017,8024,45,M
West_Vlaanderen,2017,15836,45,T
Brabant_Wallon,2017,3078,45,F
Brabant_Wallon,2017,2846,45,M
Brabant_Wallon,2017,5924,45,T
Hainaut,2017,9541,45,F
Hainaut,2017,9792,45,M
Hainaut,2017,19333,45,T
Liege,2017,7553,45,F
Liege,2017,7524,45,M
Liege,2017,15077,45,T
Luxembourg,2017,1974,45,F
Luxembourg,2017,2088,45,M
Luxembourg,2017,4062,45,T
Namur,2017,3381,45,F
Namur,2017,3461,45,M
Namur,2017,6842,45,T
Bruxelles,2017,7978,46,F
Bruxelles,2017,8876,46,M
Bruxelles,2017,16854,46,T
Antwerpen,2017,12637,46,F
Antwerpen,2017,12974,46,M
Antwerpen,2017,25611,46,T
Limburg,2017,6075,46,F
Limburg,2017,6275,46,M
Limburg,2017,12350,46,T
Oost_Vlaanderen,2017,10437,46,F
Oost_Vlaanderen,2017,10871,46,M
Oost_Vlaanderen,2017,21308,46,T
Vlaams_Brabant,2017,8104,46,F
Vlaams_Brabant,2017,8008,46,M
Vlaams_Brabant,2017,16112,46,T
West_Vlaanderen,2017,8025,46,F
West_Vlaanderen,2017,8170,46,M
West_Vlaanderen,2017,16195,46,T
Brabant_Wallon,2017,2826,46,F
Brabant_Wallon,2017,2737,46,M
Brabant_Wallon,2017,5563,46,T
Hainaut,2017,9419,46,F
Hainaut,2017,9632,46,M
Hainaut,2017,19051,46,T
Liege,2017,7520,46,F
Liege,2017,7571,46,M
Liege,2017,15091,46,T
Luxembourg,2017,1872,46,F
Luxembourg,2017,2053,46,M
Luxembourg,2017,3925,46,T
Namur,2017,3377,46,F
Namur,2017,3373,46,M
Namur,2017,6750,46,T
Bruxelles,2017,7806,47,F
Bruxelles,2017,8579,47,M
Bruxelles,2017,16385,47,T
Antwerpen,2017,12311,47,F
Antwerpen,2017,12960,47,M
Antwerpen,2017,25271,47,T
Limburg,2017,6143,47,F
Limburg,2017,6281,47,M
Limburg,2017,12424,47,T
Oost_Vlaanderen,2017,10410,47,F
Oost_Vlaanderen,2017,10612,47,M
Oost_Vlaanderen,2017,21022,47,T
Vlaams_Brabant,2017,8022,47,F
Vlaams_Brabant,2017,7929,47,M
Vlaams_Brabant,2017,15951,47,T
West_Vlaanderen,2017,7924,47,F
West_Vlaanderen,2017,8245,47,M
West_Vlaanderen,2017,16169,47,T
Brabant_Wallon,2017,2933,47,F
Brabant_Wallon,2017,2675,47,M
Brabant_Wallon,2017,5608,47,T
Hainaut,2017,9425,47,F
Hainaut,2017,9369,47,M
Hainaut,2017,18794,47,T
Liege,2017,7233,47,F
Liege,2017,7621,47,M
Liege,2017,14854,47,T
Luxembourg,2017,1954,47,F
Luxembourg,2017,1993,47,M
Luxembourg,2017,3947,47,T
Namur,2017,3278,47,F
Namur,2017,3345,47,M
Namur,2017,6623,47,T
Bruxelles,2017,7658,48,F
Bruxelles,2017,8379,48,M
Bruxelles,2017,16037,48,T
Antwerpen,2017,12564,48,F
Antwerpen,2017,12940,48,M
Antwerpen,2017,25504,48,T
Limburg,2017,6011,48,F
Limburg,2017,6305,48,M
Limburg,2017,12316,48,T
Oost_Vlaanderen,2017,10584,48,F
Oost_Vlaanderen,2017,10757,48,M
Oost_Vlaanderen,2017,21341,48,T
Vlaams_Brabant,2017,8088,48,F
Vlaams_Brabant,2017,7975,48,M
Vlaams_Brabant,2017,16063,48,T
West_Vlaanderen,2017,7841,48,F
West_Vlaanderen,2017,8261,48,M
West_Vlaanderen,2017,16102,48,T
Brabant_Wallon,2017,2765,48,F
Brabant_Wallon,2017,2736,48,M
Brabant_Wallon,2017,5501,48,T
Hainaut,2017,9265,48,F
Hainaut,2017,8976,48,M
Hainaut,2017,18241,48,T
Liege,2017,7441,48,F
Liege,2017,7560,48,M
Liege,2017,15001,48,T
Luxembourg,2017,1903,48,F
Luxembourg,2017,1886,48,M
Luxembourg,2017,3789,48,T
Namur,2017,3312,48,F
Namur,2017,3285,48,M
Namur,2017,6597,48,T
Bruxelles,2017,7176,49,F
Bruxelles,2017,7976,49,M
Bruxelles,2017,15152,49,T
Antwerpen,2017,12437,49,F
Antwerpen,2017,12888,49,M
Antwerpen,2017,25325,49,T
Limburg,2017,6153,49,F
